speaker1,path1,speaker2,path2,label
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0012.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0018.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0018.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0020.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0020.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0003.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0003.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0019.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0019.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0010.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0010.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0009.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0009.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0017.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0017.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0002.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0002.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0005.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0005.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0022.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0022.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0015.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0015.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0016.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0016.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0021.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0021.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0008.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0008.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0011.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0011.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0000.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0000.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0014.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0014.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0004.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0004.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0006.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0006.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0013.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0013.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0007.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0007.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0001.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/168635/174-168635-0001.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0001.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0001.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0004.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0004.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0000.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0000.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0006.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0006.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0003.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0003.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0008.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0008.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0011.flac,True
174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0011.flac,174,audio-dev-clean/LibriSpeech/dev-clean/174/84280/174-84280-0005.flac,True
