features_1,speaker1,features_2,other_speaker,label
audio-dev-clean/LibriSpeech/dev-clean/2803/154320/2803-154320-0014.flac,2803,audio-dev-clean/LibriSpeech/dev-clean/8297/275154/8297-275154-0005.flac,8297,False
audio-dev-clean/LibriSpeech/dev-clean/2803/154320/2803-154320-0002.flac,2803,audio-dev-clean/LibriSpeech/dev-clean/5338/284437/5338-284437-0024.flac,5338,False
audio-dev-clean/LibriSpeech/dev-clean/2803/154328/2803-154328-0017.flac,2803,audio-dev-clean/LibriSpeech/dev-clean/8842/302201/8842-302201-0000.flac,8842,False
audio-dev-clean/LibriSpeech/dev-clean/2803/154320/2803-154320-0000.flac,2803,audio-dev-clean/LibriSpeech/dev-clean/2803/154320/2803-154320-0000.flac,2803,True
audio-dev-clean/LibriSpeech/dev-clean/2428/83705/2428-83705-0004.flac,2428,audio-dev-clean/LibriSpeech/dev-clean/2428/83705/2428-83705-0040.flac,2428,True
audio-dev-clean/LibriSpeech/dev-clean/2428/83705/2428-83705-0040.flac,2428,audio-dev-clean/LibriSpeech/dev-clean/2428/83705/2428-83705-0042.flac,2428,True
audio-dev-clean/LibriSpeech/dev-clean/2428/83705/2428-83705-0042.flac,2428,audio-dev-clean/LibriSpeech/dev-clean/2428/83705/2428-83705-0040.flac,2428,True
audio-dev-clean/LibriSpeech/dev-clean/2277/149897/2277-149897-0019.flac,2277,audio-dev-clean/LibriSpeech/dev-clean/1673/143397/1673-143397-0016.flac,1673,False
audio-dev-clean/LibriSpeech/dev-clean/2277/149896/2277-149896-0020.flac,2277,audio-dev-clean/LibriSpeech/dev-clean/2277/149897/2277-149897-0017.flac,2277,True
audio-dev-clean/LibriSpeech/dev-clean/2277/149897/2277-149897-0017.flac,2277,audio-dev-clean/LibriSpeech/dev-clean/2803/154320/2803-154320-0014.flac,2803,False
audio-dev-clean/LibriSpeech/dev-clean/2277/149874/2277-149874-0010.flac,2277,audio-dev-clean/LibriSpeech/dev-clean/2277/149874/2277-149874-0010.flac,2277,True
audio-dev-clean/LibriSpeech/dev-clean/251/137823/251-137823-0024.flac,251,audio-dev-clean/LibriSpeech/dev-clean/251/118436/251-118436-0001.flac,251,True
audio-dev-clean/LibriSpeech/dev-clean/251/118436/251-118436-0001.flac,251,audio-dev-clean/LibriSpeech/dev-clean/251/118436/251-118436-0001.flac,251,True
audio-dev-clean/LibriSpeech/dev-clean/251/137823/251-137823-0014.flac,251,audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0006.flac,84,False
audio-dev-clean/LibriSpeech/dev-clean/2412/153948/2412-153948-0015.flac,2412,audio-dev-clean/LibriSpeech/dev-clean/2412/153947/2412-153947-0016.flac,2412,True
audio-dev-clean/LibriSpeech/dev-clean/2412/153947/2412-153947-0016.flac,2412,audio-dev-clean/LibriSpeech/dev-clean/6319/64726/6319-64726-0010.flac,6319,False
audio-dev-clean/LibriSpeech/dev-clean/2412/153954/2412-153954-0010.flac,2412,audio-dev-clean/LibriSpeech/dev-clean/3752/4944/3752-4944-0065.flac,3752,False
audio-dev-clean/LibriSpeech/dev-clean/2412/153954/2412-153954-0017.flac,2412,audio-dev-clean/LibriSpeech/dev-clean/1988/147956/1988-147956-0011.flac,1988,False
audio-dev-clean/LibriSpeech/dev-clean/2902/9006/2902-9006-0004.flac,2902,audio-dev-clean/LibriSpeech/dev-clean/8842/302196/8842-302196-0005.flac,8842,False
audio-dev-clean/LibriSpeech/dev-clean/2902/9008/2902-9008-0010.flac,2902,audio-dev-clean/LibriSpeech/dev-clean/2902/9008/2902-9008-0010.flac,2902,True
audio-dev-clean/LibriSpeech/dev-clean/2902/9006/2902-9006-0006.flac,2902,audio-dev-clean/LibriSpeech/dev-clean/2902/9008/2902-9008-0010.flac,2902,True
audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0037.flac,3081,audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0021.flac,3081,True
audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0078.flac,3081,audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0021.flac,3081,True
audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0021.flac,3081,audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0078.flac,3081,True
audio-dev-clean/LibriSpeech/dev-clean/3536/8226/3536-8226-0013.flac,3536,audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0024.flac,84,False
audio-dev-clean/LibriSpeech/dev-clean/3536/23268/3536-23268-0019.flac,3536,audio-dev-clean/LibriSpeech/dev-clean/3536/23268/3536-23268-0012.flac,3536,True
audio-dev-clean/LibriSpeech/dev-clean/3536/23268/3536-23268-0012.flac,3536,audio-dev-clean/LibriSpeech/dev-clean/174/50561/174-50561-0018.flac,174,False
audio-dev-clean/LibriSpeech/dev-clean/3536/23268/3536-23268-0027.flac,3536,audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0049.flac,3081,False
audio-dev-clean/LibriSpeech/dev-clean/3170/137482/3170-137482-0037.flac,3170,audio-dev-clean/LibriSpeech/dev-clean/422/122949/422-122949-0026.flac,422,False
audio-dev-clean/LibriSpeech/dev-clean/3170/137482/3170-137482-0035.flac,3170,audio-dev-clean/LibriSpeech/dev-clean/7850/286674/7850-286674-0013.flac,7850,False
audio-dev-clean/LibriSpeech/dev-clean/3170/137482/3170-137482-0028.flac,3170,audio-dev-clean/LibriSpeech/dev-clean/2902/9008/2902-9008-0016.flac,2902,False
audio-dev-clean/LibriSpeech/dev-clean/3170/137482/3170-137482-0048.flac,3170,audio-dev-clean/LibriSpeech/dev-clean/5536/43358/5536-43358-0009.flac,5536,False
audio-dev-clean/LibriSpeech/dev-clean/3000/15664/3000-15664-0024.flac,3000,audio-dev-clean/LibriSpeech/dev-clean/3000/15664/3000-15664-0040.flac,3000,True
audio-dev-clean/LibriSpeech/dev-clean/3000/15664/3000-15664-0003.flac,3000,audio-dev-clean/LibriSpeech/dev-clean/174/50561/174-50561-0001.flac,174,False
audio-dev-clean/LibriSpeech/dev-clean/3000/15664/3000-15664-0040.flac,3000,audio-dev-clean/LibriSpeech/dev-clean/1993/147965/1993-147965-0003.flac,1993,False
audio-dev-clean/LibriSpeech/dev-clean/3752/4944/3752-4944-0058.flac,3752,audio-dev-clean/LibriSpeech/dev-clean/7976/110523/7976-110523-0002.flac,7976,False
audio-dev-clean/LibriSpeech/dev-clean/3752/4944/3752-4944-0048.flac,3752,audio-dev-clean/LibriSpeech/dev-clean/2035/147960/2035-147960-0015.flac,2035,False
audio-dev-clean/LibriSpeech/dev-clean/3752/4944/3752-4944-0006.flac,3752,audio-dev-clean/LibriSpeech/dev-clean/1988/24833/1988-24833-0000.flac,1988,False
audio-dev-clean/LibriSpeech/dev-clean/3752/4943/3752-4943-0025.flac,3752,audio-dev-clean/LibriSpeech/dev-clean/3752/4943/3752-4943-0025.flac,3752,True
audio-dev-clean/LibriSpeech/dev-clean/3576/138058/3576-138058-0039.flac,3576,audio-dev-clean/LibriSpeech/dev-clean/3576/138058/3576-138058-0038.flac,3576,True
audio-dev-clean/LibriSpeech/dev-clean/3576/138058/3576-138058-0038.flac,3576,audio-dev-clean/LibriSpeech/dev-clean/1462/170142/1462-170142-0034.flac,1462,False
audio-dev-clean/LibriSpeech/dev-clean/3576/138058/3576-138058-0020.flac,3576,audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0033.flac,84,False
audio-dev-clean/LibriSpeech/dev-clean/422/122949/422-122949-0016.flac,422,audio-dev-clean/LibriSpeech/dev-clean/2412/153948/2412-153948-0015.flac,2412,False
audio-dev-clean/LibriSpeech/dev-clean/422/122949/422-122949-0015.flac,422,audio-dev-clean/LibriSpeech/dev-clean/7976/105575/7976-105575-0016.flac,7976,False
audio-dev-clean/LibriSpeech/dev-clean/422/122949/422-122949-0030.flac,422,audio-dev-clean/LibriSpeech/dev-clean/2412/153954/2412-153954-0023.flac,2412,False
audio-dev-clean/LibriSpeech/dev-clean/422/122949/422-122949-0014.flac,422,audio-dev-clean/LibriSpeech/dev-clean/422/122949/422-122949-0014.flac,422,True
audio-dev-clean/LibriSpeech/dev-clean/3853/163249/3853-163249-0025.flac,3853,audio-dev-clean/LibriSpeech/dev-clean/3853/163249/3853-163249-0025.flac,3853,True
audio-dev-clean/LibriSpeech/dev-clean/3853/163249/3853-163249-0036.flac,3853,audio-dev-clean/LibriSpeech/dev-clean/3081/166546/3081-166546-0044.flac,3081,False
audio-dev-clean/LibriSpeech/dev-clean/3853/163249/3853-163249-0001.flac,3853,audio-dev-clean/LibriSpeech/dev-clean/3170/137482/3170-137482-0039.flac,3170,False
audio-dev-clean/LibriSpeech/dev-clean/5338/24615/5338-24615-0010.flac,5338,audio-dev-clean/LibriSpeech/dev-clean/5338/284437/5338-284437-0012.flac,5338,True
audio-dev-clean/LibriSpeech/dev-clean/5338/284437/5338-284437-0012.flac,5338,audio-dev-clean/LibriSpeech/dev-clean/5338/284437/5338-284437-0012.flac,5338,True
audio-dev-clean/LibriSpeech/dev-clean/5338/24615/5338-24615-0009.flac,5338,audio-dev-clean/LibriSpeech/dev-clean/5338/24615/5338-24615-0009.flac,5338,True
audio-dev-clean/LibriSpeech/dev-clean/5338/284437/5338-284437-0004.flac,5338,audio-dev-clean/LibriSpeech/dev-clean/5338/284437/5338-284437-0004.flac,5338,True
audio-dev-clean/LibriSpeech/dev-clean/5694/64025/5694-64025-0000.flac,5694,audio-dev-clean/LibriSpeech/dev-clean/2902/9006/2902-9006-0012.flac,2902,False
audio-dev-clean/LibriSpeech/dev-clean/5694/64038/5694-64038-0010.flac,5694,audio-dev-clean/LibriSpeech/dev-clean/1673/143397/1673-143397-0018.flac,1673,False
audio-dev-clean/LibriSpeech/dev-clean/5694/64029/5694-64029-0017.flac,5694,audio-dev-clean/LibriSpeech/dev-clean/5694/64025/5694-64025-0000.flac,5694,True
audio-dev-clean/LibriSpeech/dev-clean/5694/64029/5694-64029-0019.flac,5694,audio-dev-clean/LibriSpeech/dev-clean/652/130737/652-130737-0012.flac,652,False
audio-dev-clean/LibriSpeech/dev-clean/5536/43359/5536-43359-0008.flac,5536,audio-dev-clean/LibriSpeech/dev-clean/2412/153954/2412-153954-0021.flac,2412,False
audio-dev-clean/LibriSpeech/dev-clean/5536/43363/5536-43363-0002.flac,5536,audio-dev-clean/LibriSpeech/dev-clean/7976/110523/7976-110523-0018.flac,7976,False
audio-dev-clean/LibriSpeech/dev-clean/5536/43359/5536-43359-0004.flac,5536,audio-dev-clean/LibriSpeech/dev-clean/2086/149214/2086-149214-0004.flac,2086,False
audio-dev-clean/LibriSpeech/dev-clean/5536/43359/5536-43359-0014.flac,5536,audio-dev-clean/LibriSpeech/dev-clean/6313/66129/6313-66129-0034.flac,6313,False
audio-dev-clean/LibriSpeech/dev-clean/6241/66616/6241-66616-0005.flac,6241,audio-dev-clean/LibriSpeech/dev-clean/6241/61943/6241-61943-0012.flac,6241,True
audio-dev-clean/LibriSpeech/dev-clean/6241/61943/6241-61943-0009.flac,6241,audio-dev-clean/LibriSpeech/dev-clean/2086/149220/2086-149220-0045.flac,2086,False
audio-dev-clean/LibriSpeech/dev-clean/6241/61943/6241-61943-0012.flac,6241,audio-dev-clean/LibriSpeech/dev-clean/6241/61943/6241-61943-0009.flac,6241,True
audio-dev-clean/LibriSpeech/dev-clean/5895/34629/5895-34629-0029.flac,5895,audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0011.flac,84,False
audio-dev-clean/LibriSpeech/dev-clean/5895/34629/5895-34629-0007.flac,5895,audio-dev-clean/LibriSpeech/dev-clean/5536/43358/5536-43358-0010.flac,5536,False
audio-dev-clean/LibriSpeech/dev-clean/5895/34629/5895-34629-0019.flac,5895,audio-dev-clean/LibriSpeech/dev-clean/2277/149897/2277-149897-0019.flac,2277,False
audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0033.flac,6295,audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0035.flac,6295,True
audio-dev-clean/LibriSpeech/dev-clean/6295/64301/6295-64301-0014.flac,6295,audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0035.flac,6295,True
audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0035.flac,6295,audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0033.flac,6295,True
audio-dev-clean/LibriSpeech/dev-clean/6295/64301/6295-64301-0004.flac,6295,audio-dev-clean/LibriSpeech/dev-clean/6295/64301/6295-64301-0004.flac,6295,True
audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0043.flac,777,audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0043.flac,777,True
audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0047.flac,777,audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0072.flac,777,True
audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0072.flac,777,audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0043.flac,777,True
audio-dev-clean/LibriSpeech/dev-clean/6345/64257/6345-64257-0010.flac,6345,audio-dev-clean/LibriSpeech/dev-clean/1272/128104/1272-128104-0004.flac,1272,False
audio-dev-clean/LibriSpeech/dev-clean/6345/93302/6345-93302-0004.flac,6345,audio-dev-clean/LibriSpeech/dev-clean/6345/93302/6345-93302-0004.flac,6345,True
audio-dev-clean/LibriSpeech/dev-clean/6345/93302/6345-93302-0010.flac,6345,audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0041.flac,777,False
audio-dev-clean/LibriSpeech/dev-clean/6345/93302/6345-93302-0027.flac,6345,audio-dev-clean/LibriSpeech/dev-clean/6345/93302/6345-93302-0027.flac,6345,True
audio-dev-clean/LibriSpeech/dev-clean/6313/76958/6313-76958-0004.flac,6313,audio-dev-clean/LibriSpeech/dev-clean/6313/66129/6313-66129-0033.flac,6313,True
audio-dev-clean/LibriSpeech/dev-clean/6313/66129/6313-66129-0029.flac,6313,audio-dev-clean/LibriSpeech/dev-clean/6313/76958/6313-76958-0004.flac,6313,True
audio-dev-clean/LibriSpeech/dev-clean/6313/66129/6313-66129-0033.flac,6313,audio-dev-clean/LibriSpeech/dev-clean/777/126732/777-126732-0022.flac,777,False
audio-dev-clean/LibriSpeech/dev-clean/652/130726/652-130726-0000.flac,652,audio-dev-clean/LibriSpeech/dev-clean/652/129742/652-129742-0009.flac,652,True
audio-dev-clean/LibriSpeech/dev-clean/652/129742/652-129742-0009.flac,652,audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0018.flac,6295,False
audio-dev-clean/LibriSpeech/dev-clean/652/129742/652-129742-0006.flac,652,audio-dev-clean/LibriSpeech/dev-clean/6241/61946/6241-61946-0000.flac,6241,False
audio-dev-clean/LibriSpeech/dev-clean/6319/64726/6319-64726-0016.flac,6319,audio-dev-clean/LibriSpeech/dev-clean/6319/64726/6319-64726-0016.flac,6319,True
audio-dev-clean/LibriSpeech/dev-clean/6319/64726/6319-64726-0004.flac,6319,audio-dev-clean/LibriSpeech/dev-clean/6295/244435/6295-244435-0019.flac,6295,False
audio-dev-clean/LibriSpeech/dev-clean/6319/64726/6319-64726-0011.flac,6319,audio-dev-clean/LibriSpeech/dev-clean/6319/64726/6319-64726-0004.flac,6319,True
audio-dev-clean/LibriSpeech/dev-clean/7976/110523/7976-110523-0013.flac,7976,audio-dev-clean/LibriSpeech/dev-clean/2428/83699/2428-83699-0036.flac,2428,False
audio-dev-clean/LibriSpeech/dev-clean/7976/110124/7976-110124-0013.flac,7976,audio-dev-clean/LibriSpeech/dev-clean/1988/148538/1988-148538-0009.flac,1988,False
audio-dev-clean/LibriSpeech/dev-clean/7976/105575/7976-105575-0002.flac,7976,audio-dev-clean/LibriSpeech/dev-clean/8297/275155/8297-275155-0016.flac,8297,False
audio-dev-clean/LibriSpeech/dev-clean/7976/105575/7976-105575-0015.flac,7976,audio-dev-clean/LibriSpeech/dev-clean/5895/34615/5895-34615-0005.flac,5895,False
audio-dev-clean/LibriSpeech/dev-clean/8297/275155/8297-275155-0006.flac,8297,audio-dev-clean/LibriSpeech/dev-clean/8297/275155/8297-275155-0010.flac,8297,True
audio-dev-clean/LibriSpeech/dev-clean/8297/275154/8297-275154-0012.flac,8297,audio-dev-clean/LibriSpeech/dev-clean/8297/275154/8297-275154-0012.flac,8297,True
audio-dev-clean/LibriSpeech/dev-clean/8297/275155/8297-275155-0010.flac,8297,audio-dev-clean/LibriSpeech/dev-clean/6241/66616/6241-66616-0017.flac,6241,False
audio-dev-clean/LibriSpeech/dev-clean/7850/111771/7850-111771-0001.flac,7850,audio-dev-clean/LibriSpeech/dev-clean/7850/73752/7850-73752-0000.flac,7850,True
audio-dev-clean/LibriSpeech/dev-clean/7850/73752/7850-73752-0017.flac,7850,audio-dev-clean/LibriSpeech/dev-clean/2412/153954/2412-153954-0016.flac,2412,False
audio-dev-clean/LibriSpeech/dev-clean/7850/73752/7850-73752-0000.flac,7850,audio-dev-clean/LibriSpeech/dev-clean/7850/73752/7850-73752-0000.flac,7850,True
audio-dev-clean/LibriSpeech/dev-clean/7850/281318/7850-281318-0012.flac,7850,audio-dev-clean/LibriSpeech/dev-clean/1673/143397/1673-143397-0014.flac,1673,False
audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0031.flac,84,audio-dev-clean/LibriSpeech/dev-clean/8842/302196/8842-302196-0011.flac,8842,False
audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0001.flac,84,audio-dev-clean/LibriSpeech/dev-clean/1919/142785/1919-142785-0063.flac,1919,False
audio-dev-clean/LibriSpeech/dev-clean/84/121123/84-121123-0011.flac,84,audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0031.flac,84,True
audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0011.flac,84,audio-dev-clean/LibriSpeech/dev-clean/84/121550/84-121550-0001.flac,84,True
audio-dev-clean/LibriSpeech/dev-clean/8842/302203/8842-302203-0004.flac,8842,audio-dev-clean/LibriSpeech/dev-clean/2277/149896/2277-149896-0023.flac,2277,False
audio-dev-clean/LibriSpeech/dev-clean/8842/302203/8842-302203-0009.flac,8842,audio-dev-clean/LibriSpeech/dev-clean/8842/302203/8842-302203-0004.flac,8842,True
audio-dev-clean/LibriSpeech/dev-clean/8842/302196/8842-302196-0004.flac,8842,audio-dev-clean/LibriSpeech/dev-clean/8842/302203/8842-302203-0009.flac,8842,True
